Time,Toy_Switch,Child_EG,Parent_EG
03:52.0,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Blink (6)
03:52.0,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Blink (6)
03:52.0,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:52.0,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:52.1,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:52.1,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:52.2,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:52.2,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:52.2,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:52.3,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:52.3,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:52.3,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Extraneous Eye Movement (9)
03:52.3,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Extraneous Eye Movement (9)
03:52.4,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:52.4,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:52.4,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:52.5,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:52.5,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:52.6,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:52.6,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Extraneous Eye Movement (9)
03:52.6,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:52.6,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:52.7,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:52.7,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:52.7,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:52.8,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:52.8,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:52.9,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:52.9,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:52.9,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:52.9,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:53.0,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:53.0,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:53.1,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:53.1,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:53.1,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:53.2,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:53.2,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:53.2,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Extraneous Eye Movement (9)
03:53.3,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Extraneous Eye Movement (9)
03:53.3,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:53.3,"Toy Switch Absent,RBG Toys Set A",EG Extraneous Eye Movement (9),EG Partner's Face (4)
03:53.3,"Toy Switch Absent,RBG Toys Set A",EG Extraneous Eye Movement (9),EG Partner's Face (4)
03:53.4,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Partner's Face (4)
03:53.4,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Partner's Face (4)
03:53.4,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Partner's Face (4)
03:53.5,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Partner's Face (4)
03:53.5,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Partner's Face (4)
03:53.5,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Partner's Face (4)
03:53.6,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Partner's Face (4)
03:53.6,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Partner's Face (4)
03:53.7,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Partner's Face (4)
03:53.7,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Partner's Face (4)
03:53.7,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Partner's Face (4)
03:53.7,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Partner's Face (4)
03:53.8,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Partner's Face (4)
03:53.8,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Partner's Face (4)
03:53.9,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Partner's Face (4)
03:53.9,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Partner's Face (4)
03:53.9,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Partner's Face (4)
03:53.9,"Toy Switch Absent,RBG Toys Set A",EG Extraneous Eye Movement (9),EG Partner's Face (4)
03:54.0,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:54.0,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:54.0,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:54.1,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:54.1,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:54.2,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:54.2,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:54.2,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:54.2,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:54.3,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:54.3,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:54.3,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:54.4,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Extraneous Eye Movement (9)
03:54.4,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Extraneous Eye Movement (9)
03:54.4,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:54.5,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:54.5,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:54.5,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:54.6,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:54.6,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:54.6,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:54.7,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:54.7,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:54.8,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:54.8,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:54.8,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:54.9,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:54.9,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:54.9,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Blink (6)
03:54.9,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Blink (6)
03:55.0,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Blink (6)
03:55.0,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Blink (6)
03:55.1,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Blink (6)
03:55.1,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:55.1,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:55.1,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:55.2,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:55.2,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:55.2,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:55.3,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:55.3,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:55.3,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:55.4,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:55.4,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:55.4,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:55.5,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:55.5,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:55.6,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:55.6,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Extraneous Eye Movement (9)
03:55.6,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Extraneous Eye Movement (9)
03:55.7,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:55.7,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:55.7,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:55.8,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:55.8,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:55.8,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:55.9,"Toy Switch Absent,RBG Toys Set A",EG Extraneous Eye Movement (9),EG Green Toy (2)
03:55.9,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Green Toy (2)
03:55.9,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Green Toy (2)
03:56.0,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Green Toy (2)
03:56.0,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Green Toy (2)
03:56.0,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Green Toy (2)
03:56.1,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Green Toy (2)
03:56.1,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Green Toy (2)
03:56.1,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Green Toy (2)
03:56.2,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Green Toy (2)
03:56.2,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Extraneous Eye Movement (9)
03:56.2,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Extraneous Eye Movement (9)
03:56.3,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Blink (6)
03:56.3,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Blink (6)
03:56.3,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Blink (6)
03:56.4,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Blink (6)
03:56.4,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Blink (6)
03:56.4,"Toy Switch Absent,RBG Toys Set A",EG Partner's Hand (11),EG Partner's Face (4)
03:56.5,"Toy Switch Absent,RBG Toys Set A",EG Extraneous Eye Movement (9),EG Partner's Face (4)
03:56.5,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:56.5,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:56.6,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:56.6,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:56.6,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:56.7,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:56.7,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:56.7,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:56.8,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:56.8,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:56.8,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:56.9,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:56.9,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:56.9,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:57.0,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:57.0,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:57.0,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:57.1,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:57.1,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:57.1,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Extraneous Eye Movement (9)
03:57.2,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:57.2,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:57.2,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:57.3,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:57.3,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:57.3,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:57.4,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:57.4,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:57.4,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:57.5,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:57.5,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:57.5,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:57.6,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:57.6,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:57.6,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:57.7,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:57.7,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:57.7,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:57.8,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:57.8,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:57.8,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:57.9,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:57.9,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:57.9,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:58.0,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:58.0,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:58.0,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:58.1,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:58.1,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Extraneous Eye Movement (9)
03:58.1,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Extraneous Eye Movement (9)
03:58.2,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Extraneous Eye Movement (9)
03:58.2,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:58.2,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:58.3,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:58.3,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:58.3,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:58.4,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:58.4,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:58.4,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:58.5,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:58.5,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:58.5,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:58.6,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:58.6,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:58.6,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:58.7,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:58.7,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:58.7,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:58.8,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:58.8,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:58.8,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:58.9,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Extraneous Eye Movement (9)
03:58.9,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:58.9,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:59.0,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:59.0,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:59.0,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:59.1,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:59.1,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:59.1,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:59.2,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:59.2,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Extraneous Eye Movement (9)
03:59.2,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:59.3,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:59.3,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:59.3,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:59.4,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Extraneous Eye Movement (9)
03:59.4,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:59.4,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:59.5,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:59.5,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Green Toy (2)
03:59.5,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Extraneous Eye Movement (9)
03:59.6,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Extraneous Eye Movement (9)
03:59.6,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:59.6,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:59.7,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:59.7,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:59.7,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Partner's Face (4)
03:59.8,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Extraneous Eye Movement (9)
03:59.8,"Toy Switch Absent,RBG Toys Set A",EG Green Toy (2),EG Extraneous Eye Movement (9)
03:59.8,"Toy Switch Absent,RBG Toys Set A",EG Extraneous Eye Movement (9),EG Green Toy (2)
03:59.9,"Toy Switch Absent,RBG Toys Set A",EG Extraneous Eye Movement (9),EG Green Toy (2)
03:59.9,"Toy Switch Absent,RBG Toys Set A",EG Extraneous Eye Movement (9),EG Green Toy (2)
03:59.9,"Toy Switch Absent,RBG Toys Set A",EG Extraneous Eye Movement (9),EG Green Toy (2)
04:00.0,"Toy Switch Absent,RBG Toys Set A",EG Extraneous Eye Movement (9),EG Extraneous Eye Movement (9)
04:00.0,"Toy Switch Absent,RBG Toys Set A",EG Extraneous Eye Movement (9),EG Extraneous Eye Movement (9)
04:00.0,"Toy Switch Absent,RBG Toys Set A",EG Red Toy (3),EG Partner's Face (4)
04:00.1,"Toy Switch Absent,RBG Toys Set A",EG Red Toy (3),EG Partner's Face (4)
04:00.1,"Toy Switch Absent,RBG Toys Set A",EG Red Toy (3),EG Partner's Face (4)
04:00.1,"Toy Switch Absent,RBG Toys Set A",EG Red Toy (3),EG Partner's Face (4)
04:00.2,"Toy Switch Absent,RBG Toys Set A",EG Red Toy (3),EG Partner's Face (4)
04:00.2,"Toy Switch Absent,RBG Toys Set A",EG Red Toy (3),EG Partner's Face (4)
04:00.2,"Toy Switch Absent,RBG Toys Set A",EG Red Toy (3),EG Partner's Face (4)
04:00.3,"Toy Switch Absent,RBG Toys Set A",EG Red Toy (3),EG Partner's Face (4)
04:00.3,"Toy Switch Absent,RBG Toys Set A",Pupil/Corneal Reflection Detection Difficulties (777),EG Partner's Face (4)
04:00.3,"Toy Switch Absent,RBG Toys Set A",Pupil/Corneal Reflection Detection Difficulties (777),EG Partner's Face (4)
04:00.4,"Toy Switch Absent,RBG Toys Set A",Pupil/Corneal Reflection Detection Difficulties (777),EG Partner's Face (4)
04:00.4,"Toy Switch Absent,RBG Toys Set A",Pupil/Corneal Reflection Detection Difficulties (777),EG Partner's Face (4)
04:00.4,"Toy Switch Absent,RBG Toys Set A",Pupil/Corneal Reflection Detection Difficulties (777),EG Partner's Face (4)
04:00.5,"Toy Switch Absent,RBG Toys Set A",Pupil/Corneal Reflection Detection Difficulties (777),EG Partner's Face (4)
04:00.5,"Toy Switch Absent,RBG Toys Set A",Pupil/Corneal Reflection Detection Difficulties (777),EG Partner's Face (4)
04:00.5,"Toy Switch Absent,RBG Toys Set A",Pupil/Corneal Reflection Detection Difficulties (777),EG Partner's Face (4)
04:00.6,"Toy Switch Absent,RBG Toys Set A",Pupil/Corneal Reflection Detection Difficulties (777),EG Partner's Face (4)
04:00.6,"Toy Switch Absent,RBG Toys Set A",Pupil/Corneal Reflection Detection Difficulties (777),EG Partner's Face (4)
04:00.6,"Toy Switch Absent,RBG Toys Set A",Pupil/Corneal Reflection Detection Difficulties (777),EG Partner's Face (4)
04:00.7,"Toy Switch Absent,RBG Toys Set A",EG Red Toy (3),EG Extraneous Eye Movement (9)
04:00.7,"Toy Switch Absent,RBG Toys Set A",EG Red Toy (3),EG Green Toy (2)
04:00.7,"Toy Switch Absent,RBG Toys Set A",EG Red Toy (3),EG Green Toy (2)
04:00.8,"Toy Switch Absent,RBG Toys Set A",EG Red Toy (3),EG Green Toy (2)
04:00.8,"Toy Switch Absent,RBG Toys Set A",EG Red Toy (3),EG Green Toy (2)
04:00.8,"Toy Switch Absent,RBG Toys Set A",EG Red Toy (3),EG Green Toy (2)
04:00.9,"Toy Switch Absent,RBG Toys Set A",EG Red Toy (3),EG Extraneous Eye Movement (9)
04:00.9,"Toy Switch Absent,RBG Toys Set A",EG Red Toy (3),EG Extraneous Eye Movement (9)
04:00.9,"Toy Switch Absent,RBG Toys Set A",EG Red Toy (3),EG Partner's Face (4)
04:01.0,"Toy Switch Absent,RBG Toys Set A",EG Red Toy (3),EG Partner's Face (4)
04:01.0,"Toy Switch Absent,RBG Toys Set A",EG Extraneous Eye Movement (9),EG Partner's Face (4)
04:01.0,"Toy Switch Absent,RBG Toys Set A",EG Extraneous Eye Movement (9),EG Partner's Face (4)
04:01.1,"Toy Switch Absent,RBG Toys Set A",EG Extraneous Eye Movement (9),EG Partner's Face (4)
04:01.1,"Toy Switch Absent,RBG Toys Set A",EG Extraneous Eye Movement (9),EG Partner's Face (4)
04:01.1,"Toy Switch Absent,RBG Toys Set A",EG Extraneous Eye Movement (9),EG Partner's Face (4)
04:01.2,"Toy Switch Absent,RBG Toys Set A",EG Extraneous Eye Movement (9),EG Partner's Face (4)
04:01.2,"Toy Switch Absent,RBG Toys Set A",EG Extraneous Eye Movement (9),EG Partner's Face (4)
