Time,Toy_Switch,Child_EG,Parent_EG
00:02.6,"Toy Switch Absent,RBG Toys Set A",EG Partner's Face (4),EG Blue Toy (1)
00:02.6,"Toy Switch Absent,RBG Toys Set A",EG Partner's Face (4),EG Blue Toy (1)
00:02.6,"Toy Switch Absent,RBG Toys Set A",EG Partner's Face (4),EG Blue Toy (1)
00:02.7,"Toy Switch Absent,RBG Toys Set A",EG Partner's Face (4),EG Blue Toy (1)
00:02.7,"Toy Switch Absent,RBG Toys Set A",EG Partner's Face (4),EG Blue Toy (1)
00:02.7,"Toy Switch Absent,RBG Toys Set A",EG Partner's Face (4),EG Blue Toy (1)
00:02.8,"Toy Switch Absent,RBG Toys Set A",EG Partner's Face (4),EG Blue Toy (1)
00:02.8,"Toy Switch Absent,RBG Toys Set A",EG Partner's Face (4),EG Blink (6)
00:02.8,"Toy Switch Absent,RBG Toys Set A",EG Partner's Face (4),EG Blink (6)
00:02.9,"Toy Switch Absent,RBG Toys Set A",EG Partner's Face (4),EG Blink (6)
00:02.9,"Toy Switch Absent,RBG Toys Set A",EG Partner's Face (4),EG Blink (6)
00:02.9,"Toy Switch Absent,RBG Toys Set A",EG Partner's Face (4),EG Blink (6)
00:03.0,"Toy Switch Absent,RBG Toys Set A",EG Partner's Face (4),EG Blink (6)
00:03.0,"Toy Switch Absent,RBG Toys Set A",EG Partner's Face (4),EG Blue Toy (1)
00:03.0,"Toy Switch Absent,RBG Toys Set A",EG Partner's Face (4),EG Blue Toy (1)
00:03.1,"Toy Switch Absent,RBG Toys Set A",EG Partner's Face (4),EG Blue Toy (1)
00:03.1,"Toy Switch Absent,RBG Toys Set A",EG Partner's Face (4),EG Blue Toy (1)
00:03.1,"Toy Switch Absent,RBG Toys Set A",EG Extraneous Eye Movement (9),EG Extraneous Eye Movement (9)
00:03.2,"Toy Switch Absent,RBG Toys Set A",EG Extraneous Eye Movement (9),EG Extraneous Eye Movement (9)
00:03.2,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Hand (11)
00:03.2,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Hand (11)
00:03.3,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Hand (11)
00:03.3,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blink (6)
00:03.3,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blink (6)
00:03.4,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blink (6)
00:03.4,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blink (6)
00:03.4,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:03.5,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:03.5,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:03.5,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:03.6,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:03.6,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:03.6,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:03.7,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:03.7,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:03.7,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:03.8,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:03.8,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:03.8,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:03.9,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:03.9,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:03.9,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:04.0,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:04.0,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:04.0,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:04.1,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:04.1,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:04.1,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:04.2,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:04.2,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:04.2,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:04.3,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:04.3,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:04.3,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:04.4,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:04.4,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:04.4,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:04.5,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:04.5,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:04.5,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:04.6,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Other (5)
00:04.6,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Extraneous Eye Movement (9)
00:04.6,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Extraneous Eye Movement (9)
00:04.7,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Body (10)
00:04.7,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Body (10)
00:04.7,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Body (10)
00:04.8,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Body (10)
00:04.8,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Body (10)
00:04.8,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Body (10)
00:04.9,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Body (10)
00:04.9,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Extraneous Eye Movement (9)
00:04.9,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:05.0,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:05.0,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:05.0,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:05.1,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:05.1,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:05.1,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:05.2,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:05.2,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:05.2,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:05.3,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:05.3,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:05.3,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:05.4,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:05.4,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:05.4,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:05.5,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:05.5,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:05.5,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:05.6,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Extraneous Eye Movement (9)
00:05.6,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Face (4)
00:05.6,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Face (4)
00:05.7,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Face (4)
00:05.7,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Face (4)
00:05.7,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Face (4)
00:05.8,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Face (4)
00:05.8,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Face (4)
00:05.8,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blink (6)
00:05.9,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blink (6)
00:05.9,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blink (6)
00:05.9,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blink (6)
00:06.0,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blink (6)
00:06.0,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blink (6)
00:06.0,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blink (6)
00:06.1,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blink (6)
00:06.1,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blink (6)
00:06.1,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:06.2,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:06.2,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:06.2,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:06.3,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:06.3,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:06.3,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Extraneous Eye Movement (9)
00:06.4,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Hand (11)
00:06.4,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Hand (11)
00:06.4,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Hand (11)
00:06.5,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Hand (11)
00:06.5,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Hand (11)
00:06.5,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Extraneous Eye Movement (9)
00:06.6,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:06.6,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:06.6,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:06.7,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:06.7,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:06.7,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:06.8,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:06.8,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:06.8,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:06.9,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:06.9,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:06.9,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:07.0,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:07.0,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:07.0,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:07.1,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:07.1,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:07.1,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:07.2,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:07.2,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:07.2,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:07.3,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:07.3,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:07.3,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Extraneous Eye Movement (9)
00:07.4,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Face (4)
00:07.4,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Face (4)
00:07.4,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Face (4)
00:07.5,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Face (4)
00:07.5,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Face (4)
00:07.5,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Face (4)
00:07.6,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Face (4)
00:07.6,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Face (4)
00:07.6,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Face (4)
00:07.7,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Extraneous Eye Movement (9)
00:07.7,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:07.7,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:07.8,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:07.8,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:07.8,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:07.9,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:07.9,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:07.9,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:08.0,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:08.0,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:08.0,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:08.1,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:08.1,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blink (6)
00:08.1,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blink (6)
00:08.2,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blink (6)
00:08.2,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blink (6)
00:08.2,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blink (6)
00:08.3,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blink (6)
00:08.3,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:08.3,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:08.4,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:08.4,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:08.4,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:08.5,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:08.5,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:08.5,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:08.6,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:08.6,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:08.6,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:08.7,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:08.7,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:08.7,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:08.8,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:08.8,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:08.8,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:08.9,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:08.9,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:08.9,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blue Toy (1)
00:09.0,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Extraneous Eye Movement (9)
00:09.0,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Face (4)
00:09.0,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Face (4)
00:09.1,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Face (4)
00:09.1,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Face (4)
00:09.1,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Face (4)
00:09.2,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Face (4)
00:09.2,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Partner's Face (4)
00:09.2,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blink (6)
00:09.3,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blink (6)
00:09.3,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blink (6)
00:09.3,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blink (6)
00:09.4,"Toy Switch Absent,RBG Toys Set A",EG Blue Toy (1),EG Blink (6)
