Time,Toy_Switch,Child_EG,Parent_EG
02:04.1,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Face (4)
02:04.2,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Face (4)
02:04.2,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Face (4)
02:04.2,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Face (4)
02:04.3,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Extraneous Eye Movement (9)
02:04.3,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:04.3,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:04.4,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:04.4,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:04.4,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:04.5,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:04.5,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:04.5,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:04.6,"Toy Switch Absent,RBG Toys Set B",EG Extraneous Eye Movement (9),EG Red Toy (3)
02:04.6,"Toy Switch Absent,RBG Toys Set B",EG Other (5),EG Red Toy (3)
02:04.6,"Toy Switch Absent,RBG Toys Set B",EG Other (5),EG Red Toy (3)
02:04.7,"Toy Switch Absent,RBG Toys Set B",EG Other (5),EG Red Toy (3)
02:04.7,"Toy Switch Absent,RBG Toys Set B",EG Other (5),EG Blink (6)
02:04.7,"Toy Switch Absent,RBG Toys Set B",EG Other (5),EG Blink (6)
02:04.8,"Toy Switch Absent,RBG Toys Set B",EG Other (5),EG Blink (6)
02:04.8,"Toy Switch Absent,RBG Toys Set B",EG Other (5),EG Blink (6)
02:04.8,"Toy Switch Absent,RBG Toys Set B",EG Other (5),EG Blink (6)
02:04.9,"Toy Switch Absent,RBG Toys Set B",EG Other (5),EG Blink (6)
02:04.9,"Toy Switch Absent,RBG Toys Set B",EG Other (5),EG Partner's Face (4)
02:04.9,"Toy Switch Absent,RBG Toys Set B",EG Other (5),EG Partner's Face (4)
02:05.0,"Toy Switch Absent,RBG Toys Set B",EG Other (5),EG Partner's Face (4)
02:05.0,"Toy Switch Absent,RBG Toys Set B",EG Other (5),EG Partner's Face (4)
02:05.0,"Toy Switch Absent,RBG Toys Set B",EG Other (5),EG Partner's Face (4)
02:05.1,"Toy Switch Absent,RBG Toys Set B",EG Other (5),EG Partner's Face (4)
02:05.1,"Toy Switch Absent,RBG Toys Set B",EG Other (5),EG Partner's Face (4)
02:05.1,"Toy Switch Absent,RBG Toys Set B",EG Other (5),EG Partner's Face (4)
02:05.2,"Toy Switch Absent,RBG Toys Set B",EG Other (5),EG Partner's Face (4)
02:05.2,"Toy Switch Absent,RBG Toys Set B",EG Other (5),EG Partner's Face (4)
02:05.2,"Toy Switch Absent,RBG Toys Set B",EG Other (5),EG Partner's Face (4)
02:05.3,"Toy Switch Absent,RBG Toys Set B",EG Other (5),EG Partner's Face (4)
02:05.3,"Toy Switch Absent,RBG Toys Set B",EG Other (5),EG Partner's Face (4)
02:05.3,"Toy Switch Absent,RBG Toys Set B",EG Other (5),EG Partner's Face (4)
02:05.4,"Toy Switch Absent,RBG Toys Set B",EG Other (5),EG Partner's Face (4)
02:05.4,"Toy Switch Absent,RBG Toys Set B",EG Other (5),EG Partner's Face (4)
02:05.4,"Toy Switch Absent,RBG Toys Set B",EG Other (5),EG Partner's Face (4)
02:05.5,"Toy Switch Absent,RBG Toys Set B",EG Extraneous Eye Movement (9),EG Partner's Face (4)
02:05.5,"Toy Switch Absent,RBG Toys Set B",EG Extraneous Eye Movement (9),EG Partner's Face (4)
02:05.5,"Toy Switch Absent,RBG Toys Set B",EG Extraneous Eye Movement (9),EG Partner's Face (4)
02:05.6,"Toy Switch Absent,RBG Toys Set B",EG Extraneous Eye Movement (9),EG Partner's Face (4)
02:05.6,"Toy Switch Absent,RBG Toys Set B",EG Extraneous Eye Movement (9),EG Partner's Face (4)
02:05.6,"Toy Switch Absent,RBG Toys Set B",EG Extraneous Eye Movement (9),EG Partner's Face (4)
02:05.7,"Toy Switch Absent,RBG Toys Set B",EG Extraneous Eye Movement (9),EG Partner's Face (4)
02:05.7,"Toy Switch Absent,RBG Toys Set B",EG Extraneous Eye Movement (9),EG Partner's Face (4)
02:05.7,"Toy Switch Absent,RBG Toys Set B",EG Extraneous Eye Movement (9),EG Partner's Face (4)
02:05.8,"Toy Switch Absent,RBG Toys Set B",EG Extraneous Eye Movement (9),EG Partner's Face (4)
02:05.8,"Toy Switch Absent,RBG Toys Set B",EG Extraneous Eye Movement (9),EG Partner's Face (4)
02:05.8,"Toy Switch Absent,RBG Toys Set B",EG Extraneous Eye Movement (9),EG Partner's Face (4)
02:05.9,"Toy Switch Absent,RBG Toys Set B",EG Blue Toy (1),EG Partner's Face (4)
02:05.9,"Toy Switch Absent,RBG Toys Set B",EG Blue Toy (1),EG Partner's Face (4)
02:05.9,"Toy Switch Absent,RBG Toys Set B",EG Blue Toy (1),EG Partner's Face (4)
02:06.0,"Toy Switch Absent,RBG Toys Set B",EG Blue Toy (1),EG Partner's Face (4)
02:06.0,"Toy Switch Absent,RBG Toys Set B",EG Blue Toy (1),EG Partner's Face (4)
02:06.0,"Toy Switch Absent,RBG Toys Set B",EG Blue Toy (1),EG Partner's Face (4)
02:06.1,"Toy Switch Absent,RBG Toys Set B",EG Blue Toy (1),EG Partner's Face (4)
02:06.1,"Toy Switch Absent,RBG Toys Set B",EG Blue Toy (1),EG Partner's Face (4)
02:06.1,"Toy Switch Absent,RBG Toys Set B",EG Blue Toy (1),EG Partner's Face (4)
02:06.2,"Toy Switch Absent,RBG Toys Set B",EG Blue Toy (1),EG Partner's Face (4)
02:06.2,"Toy Switch Absent,RBG Toys Set B",EG Blue Toy (1),EG Partner's Face (4)
02:06.2,"Toy Switch Absent,RBG Toys Set B",EG Blue Toy (1),EG Partner's Face (4)
02:06.3,"Toy Switch Absent,RBG Toys Set B",EG Blue Toy (1),EG Partner's Face (4)
02:06.3,"Toy Switch Absent,RBG Toys Set B",EG Blue Toy (1),EG Partner's Face (4)
02:06.3,"Toy Switch Absent,RBG Toys Set B",EG Blue Toy (1),EG Extraneous Eye Movement (9)
02:06.4,"Toy Switch Absent,RBG Toys Set B",EG Blue Toy (1),EG Red Toy (3)
02:06.4,"Toy Switch Absent,RBG Toys Set B",EG Blue Toy (1),EG Red Toy (3)
02:06.4,"Toy Switch Absent,RBG Toys Set B",EG Blue Toy (1),EG Red Toy (3)
02:06.5,"Toy Switch Absent,RBG Toys Set B",EG Blue Toy (1),EG Red Toy (3)
02:06.5,"Toy Switch Absent,RBG Toys Set B",EG Blue Toy (1),EG Red Toy (3)
02:06.5,"Toy Switch Absent,RBG Toys Set B",EG Blue Toy (1),EG Red Toy (3)
02:06.6,"Toy Switch Absent,RBG Toys Set B",EG Extraneous Eye Movement (9),EG Red Toy (3)
02:06.6,"Toy Switch Absent,RBG Toys Set B",EG Partner's Hand (11),EG Red Toy (3)
02:06.6,"Toy Switch Absent,RBG Toys Set B",EG Partner's Hand (11),EG Red Toy (3)
02:06.7,"Toy Switch Absent,RBG Toys Set B",EG Partner's Hand (11),EG Red Toy (3)
02:06.7,"Toy Switch Absent,RBG Toys Set B",EG Partner's Hand (11),EG Red Toy (3)
02:06.7,"Toy Switch Absent,RBG Toys Set B",EG Partner's Hand (11),EG Red Toy (3)
02:06.8,"Toy Switch Absent,RBG Toys Set B",EG Partner's Hand (11),EG Red Toy (3)
02:06.8,"Toy Switch Absent,RBG Toys Set B",EG Partner's Hand (11),EG Red Toy (3)
02:06.8,"Toy Switch Absent,RBG Toys Set B",EG Partner's Hand (11),EG Red Toy (3)
02:06.9,"Toy Switch Absent,RBG Toys Set B",EG Extraneous Eye Movement (9),EG Red Toy (3)
02:06.9,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:06.9,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Blink (6)
02:07.0,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Blink (6)
02:07.0,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Blink (6)
02:07.0,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Blink (6)
02:07.1,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Blink (6)
02:07.1,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:07.1,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:07.2,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:07.2,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:07.2,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:07.3,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:07.3,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:07.3,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:07.4,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:07.4,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:07.4,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:07.5,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:07.5,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:07.5,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:07.6,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:07.6,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:07.6,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:07.7,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:07.7,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Blink (6)
02:07.7,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Blink (6)
02:07.8,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Blink (6)
02:07.8,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Blink (6)
02:07.8,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Blink (6)
02:07.9,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Blink (6)
02:07.9,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:07.9,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.0,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.0,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.0,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.1,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.1,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.1,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.2,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.2,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.2,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.3,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.3,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.3,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.4,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.4,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.4,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.5,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.5,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.5,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.6,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.6,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.6,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.7,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.7,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.7,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.8,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.8,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.8,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.9,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.9,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:08.9,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:09.0,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:09.0,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:09.0,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:09.1,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:09.1,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:09.1,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:09.2,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:09.2,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:09.2,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:09.3,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:09.3,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:09.3,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:09.4,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:09.4,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:09.4,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:09.5,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:09.5,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:09.5,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:09.6,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:09.6,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Blink (6)
02:09.6,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Blink (6)
02:09.7,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Blink (6)
02:09.7,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Blink (6)
02:09.7,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Blink (6)
02:09.8,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:09.8,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:09.8,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:09.9,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:09.9,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:09.9,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:10.0,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:10.0,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:10.0,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Extraneous Eye Movement (9)
02:10.1,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Face (4)
02:10.1,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Face (4)
02:10.1,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Face (4)
02:10.2,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Face (4)
02:10.2,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Face (4)
02:10.2,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Face (4)
02:10.3,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Face (4)
02:10.3,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Face (4)
02:10.3,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Face (4)
02:10.4,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Face (4)
02:10.4,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Face (4)
02:10.4,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Face (4)
02:10.5,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Blink (6)
02:10.5,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Blink (6)
02:10.5,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Blink (6)
02:10.6,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Blink (6)
02:10.6,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:10.6,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:10.7,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:10.7,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:10.7,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:10.8,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:10.8,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:10.8,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:10.9,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:10.9,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:10.9,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:11.0,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:11.0,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:11.0,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:11.1,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:11.1,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:11.1,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:11.2,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:11.2,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:11.2,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Extraneous Eye Movement (9)
02:11.3,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:11.3,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:11.3,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:11.4,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:11.4,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:11.4,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:11.5,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:11.5,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:11.5,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:11.6,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:11.6,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Extraneous Eye Movement (9)
02:11.6,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:11.7,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:11.7,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:11.7,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:11.8,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:11.8,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:11.8,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:11.9,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:11.9,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:11.9,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:12.0,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Red Toy (3)
02:12.0,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Extraneous Eye Movement (9)
02:12.0,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:12.1,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:12.1,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:12.1,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:12.2,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:12.2,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:12.2,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:12.3,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:12.3,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:12.3,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:12.4,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:12.4,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:12.4,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:12.5,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:12.5,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:12.5,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:12.6,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:12.6,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:12.6,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:12.7,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:12.7,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:12.7,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:12.8,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:12.8,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:12.8,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:12.9,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:12.9,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:12.9,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:13.0,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:13.0,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:13.0,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:13.1,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:13.1,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:13.1,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:13.2,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:13.2,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:13.2,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:13.3,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:13.3,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Hand (11)
02:13.3,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Blink (6)
02:13.4,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Blink (6)
02:13.4,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Blink (6)
02:13.4,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Blink (6)
02:13.5,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Blink (6)
02:13.5,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Blink (6)
02:13.5,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Face (4)
02:13.6,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Face (4)
02:13.6,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Face (4)
02:13.6,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Face (4)
02:13.7,"Toy Switch Absent,RBG Toys Set B",EG Red Toy (3),EG Partner's Face (4)
